year,population,region,deathCause,deaths
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,451
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,443
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,439
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,355
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,340
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,355
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,295
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,336
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,298
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,228
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,205
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,332
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,404
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,401
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków ogółem,400
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,198
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,185
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,175
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,149
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,168
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,160
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,172
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,157
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,176
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,176
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,120
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,126
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,122
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,96
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,106
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,103
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,95
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,98
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,80
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,83
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,90
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne ogółem,74
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,180
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,172
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,159
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,138
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,162
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,155
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,165
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,156
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,175
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,173
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,118
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,124
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,120
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,94
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,102
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,100
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,92
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,95
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,68
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,75
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,83
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - wypadki komunikacyjne - wypadki w ruchu pojazdów silnikowych,70
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,234
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,205
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,255
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,209
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,195
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,214
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,182
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,290
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,267
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,262
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,235
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,213
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,230
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,195
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,227
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,194
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,133
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,106
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,245
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,310
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,306
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - wypadki i nieszczęśliwe następstwa wypadków - inne zewnętrzne przyczyny urazu wypadkowego,323
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,139
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,167
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,155
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,159
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,157
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,155
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,141
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,152
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,129
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,129
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,165
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,145
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,125
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,149
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,132
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,122
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,136
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,115
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,83
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,68
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,120
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - samobójstwo,94
1999,3217865,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,18
2000,3229139,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,19
2001,3236268,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,12
2002,3237217,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,7
2003,3252949,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,9
2004,3260201,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,7
2005,3266187,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,9
2006,3271206,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,18
2007,3279036,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,10
2008,3287136,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,15
2009,3298270,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,14
2010,3336699,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,7
2011,3346796,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,10
2012,3354077,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,8
2013,3360581,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,7
2014,3368336,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,0
2015,3372618,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,2
2016,3382260,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,0
2017,3391380,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,3
2018,3400577,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,5
2019,3410901,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,14
2020,3410441,OPOLSKIE,zewnętrzne przyczyny zachorowania i zgonu - zabójstwo,3
1999,3217865,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2000,3229139,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2001,3236268,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2002,3237217,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2003,3252949,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2004,3260201,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2005,3266187,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2006,3271206,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2007,3279036,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2008,3287136,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2009,3298270,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2010,3336699,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2011,3346796,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2012,3354077,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2013,3360581,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2014,3368336,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2015,3372618,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2016,3382260,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2017,3391380,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2018,3400577,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2019,3410901,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
2020,3410441,OPOLSKIE,brak przyczyny zgonu (opisu) w Karcie Statystycznej do Karty Zgonu,0
1999,3217865,OPOLSKIE,COVID-19,0
2000,3229139,OPOLSKIE,COVID-19,0
2001,3236268,OPOLSKIE,COVID-19,0
2002,3237217,OPOLSKIE,COVID-19,0
2003,3252949,OPOLSKIE,COVID-19,0
